iteration,loss,ppl,time
195,5.585258,266.4690228795087,0.01915207175925926
196,5.547602,256.6214392658074,0.01924955902777778
197,5.560343,259.91197084150554,0.019346828703703706
198,5.534978,253.4022127270852,0.01944501388888889
199,5.558589,259.45648482266387,0.019543185185185188
200,5.505252,245.98043493871165,0.019642146990740742
201,5.539291,254.49749675270914,0.019739944444444445
202,5.526157,251.17678150308905,0.019837378472222222
203,5.473179,238.21627987767238,0.019934828703703705
204,5.487664,241.69195449453787,0.02003246527777778
205,5.495468,243.58549750212666,0.02012979976851852
206,5.454023,233.6964380781221,0.020227175925925926
207,5.498503,244.32590248326832,0.020324614583333334
208,5.471897,237.9110822803291,0.02042203125
209,5.448973,232.5192459776585,0.020519405092592594
210,5.443752,231.30842658888346,0.0206167650462963
211,5.418678,225.58070759779852,0.020714289351851854
212,5.420025,225.88476955068361,0.020811668981481485
213,5.430638,228.29485108585166,0.020909159722222227
214,5.397031,220.75003543389457,0.021006883101851857
215,5.408318,223.2557555135262,0.021104263888888895
216,5.402135,221.87962387221984,0.02120187731481482
217,5.374691,215.87315719808592,0.021300521990740746
218,5.378019,216.5927798531525,0.02139842245370371
219,5.366176,214.04280106496623,0.02149615856481482
220,5.343333,209.20884261256904,0.021593723379629635
221,5.372543,215.40995930905314,0.021691134259259264
222,5.345634,209.69078642313298,0.021788350694444448
223,5.297571,199.85078238283847,0.021885873842592597
224,5.311505,202.65499476104213,0.021983939814814817
225,5.324977,205.40363612682248,0.02208174768518519
226,5.311143,202.5816469296971,0.022179606481481484
227,5.265971,193.6342363773338,0.022277335648148152
228,5.28336,197.03078784418125,0.022375002314814818
229,5.271452,194.69845946606807,0.02247253587962963
230,5.27328,195.05469374890762,0.02256984953703704
231,5.246004,189.80628510788938,0.02266734953703704
232,5.253103,191.15851398338052,0.022765023148148152
233,5.250304,190.6242094108199,0.022862730324074078
234,5.249823,190.53254121406204,0.02296061226851852
235,5.235476,187.81848666964865,0.023058194444444447
236,5.22012,184.95637750435122,0.02315561689814815
237,5.255118,191.54408672313303,0.02325303240740741
238,5.234412,187.61875407641472,0.023350773148148152
239,5.215186,184.04605036158264,0.02344824768518519
240,5.199167,181.1213049716173,0.023545978009259262
241,5.206707,182.4921210934646,0.023643386574074075
242,5.183001,178.21683801591558,0.023740877314814817
243,5.182599,178.14520924538064,0.02383861689814815
244,5.176683,177.09441350601847,0.023935873842592593
245,5.144406,171.4696014714735,0.02403328472222222
246,5.170019,175.9181798977303,0.024130590277777777
247,5.139264,170.59016774252112,0.02422791550925926
248,5.122065,167.68127418291385,0.02432512962962963
249,5.142422,171.12974303320564,0.02442259490740741
250,5.106745,165.13197455792567,0.02452004050925926
251,5.113611,166.26967194091966,0.024618320601851852
252,5.080638,160.876662504307,0.024717145833333332
253,5.096992,163.52927069964102,0.02481588773148148
254,5.058529,157.3588710906942,0.02491370949074074
255,5.081101,160.95116564519267,0.025011211805555555
256,5.07764,160.39507652820515,0.025108883101851852
257,5.059061,157.44260828223238,0.02520636111111111
258,5.049984,156.01996814693402,0.02530440162037037
259,5.059478,157.50827554055795,0.025402355324074075
260,5.057486,157.19483134974237,0.025501637731481484
261,5.045099,155.25966914478047,0.0255991087962963
262,5.028383,152.68591984249687,0.02569647106481482
263,5.014546,150.58775440379588,0.025793798611111116
264,5.009053,149.76284356065835,0.025891053240740747
265,5.015415,150.7186720378461,0.025988822916666675
266,5.021081,151.57506791201249,0.026087322916666676
267,4.988723,146.74890543865286,0.02618596527777779
268,4.988867,146.77003880260165,0.026284167824074084
269,5.000566,148.49718472763738,0.026381565972222232
270,4.967056,143.60349575276092,0.02647868287037038
271,4.981327,145.66755429976814,0.02657579745370371
272,4.945551,140.54827161772766,0.02667399537037038
273,4.968254,143.77563583199213,0.02677298958333334
274,4.960336,142.64171546244663,0.026872513888888897
275,4.942947,140.18276002107285,0.02697189699074075
276,4.932742,138.75946964620263,0.027071082175925933
277,4.94313,140.2084158135901,0.027168424768518527
278,4.928522,138.17513849020145,0.027268166666666673
279,4.90527,134.99935491235325,0.027365814814814822
280,4.922007,137.2778535424413,0.027464618055555563
281,4.8951,133.63336928333055,0.02756263773148149
282,4.895568,133.6959243368959,0.027660087962962973
283,4.858081,128.776842081389,0.027757449074074084
284,4.901223,134.4541165570038,0.027854855324074085
285,4.876142,131.12381113219357,0.027952292824074083
286,4.864999,129.67080894093525,0.0280496701388889
287,4.865352,129.716590816517,0.02814708912037038
288,4.884596,132.23703078080632,0.028244618055555566
289,4.864055,129.54845745628168,0.02834195601851853
290,4.864998,129.67067927019113,0.028439498842592604
291,4.841911,126.71126573648317,0.028537056712962975
292,4.840399,126.51982306981773,0.028634547453703717
293,4.81395,123.21736612839115,0.028732596064814826
294,4.799224,121.41616201060732,0.028830859953703714
295,4.807617,122.43949627342232,0.02893000810185186
296,4.81241,123.02775742073129,0.029027872685185193
297,4.810544,122.7984016808401,0.02912522222222223
298,4.81801,123.71864554351119,0.02922267824074075
299,4.776032,118.63268039529133,0.029320395833333342
300,4.78955,120.24724522600374,0.029418004629629638
301,4.757481,116.45221299835825,0.029516376157407414
302,4.773211,118.29848920219965,0.02961388773148149
303,4.722472,112.44587558896009,0.029711251157407415
304,4.749431,115.51853577658518,0.029808777777777785
305,4.761124,116.87722209433909,0.029907303240740746
306,4.748356,115.39442007476767,0.03000472685185186
307,4.729467,113.23519190408068,0.030102138888888897
308,4.713808,111.47585272976458,0.03019981481481482
309,4.730718,113.37693777270756,0.03029726273148149
310,4.722096,112.40360388731655,0.030394942129629638
311,4.70734,110.757153692559,0.030492461805555565
312,4.697336,109.6546629803199,0.030589806712962974
313,4.709207,110.9641304511858,0.03068712962962964
314,4.690015,108.85481261735912,0.03078507175925927
315,4.705944,110.60264457845825,0.030882479166666678
316,4.689967,108.84958771175226,0.030979940972222234
317,4.704309,110.42195700691381,0.0310773576388889
318,4.69017,108.87168642100085,0.031174819444444456
319,4.670504,106.7515316483806,0.03127232523148149
320,4.68078,107.8541660201877,0.03136988657407408
321,4.665952,106.26670298352401,0.03146713078703704
322,4.678417,107.59960750521701,0.03156454050925926
323,4.597226,99.20872856633888,0.03166231597222222
324,4.632,102.71929740359643,0.031759686342592595
325,4.630856,102.60185371796346,0.03185712152777778
326,4.621531,101.64953850248938,0.03195448611111112
327,4.630484,102.56369292672765,0.03205174074074075
328,4.633389,102.86207364283314,0.032149363425925934
329,4.634137,102.9390432569649,0.03224681597222223
330,4.577637,97.28423972815368,0.03234444791666668
331,4.626132,102.11830560089743,0.032441964120370384
332,4.605005,99.9834827654363,0.03253941203703705
333,4.573365,96.86952791118284,0.03263679166666668
334,4.586913,98.19084667822845,0.03273475925925927
335,4.570396,96.58234881114454,0.0328323900462963
336,4.565057,96.06806974044426,0.032930054398148154
337,4.564728,96.03646854418142,0.03302787615740741
338,4.582482,97.75672554225959,0.03312583217592593
339,4.559526,95.53818399658743,0.03322370601851852
340,4.549158,94.55276136319519,0.033321320601851855
341,4.556962,95.2935378631905,0.03341885185185185
342,4.550247,94.65578540672982,0.03351651388888889
343,4.531583,92.90551416698409,0.03361429166666667
344,4.550778,94.70606097576311,0.03371214467592593
345,4.524262,92.22783656342557,0.0338097951388889
346,4.526811,92.46322519418447,0.033907646990740746
347,4.515472,91.4207064138823,0.034005708333333336
348,4.50789,90.73017572770925,0.03410397337962963
349,4.479298,88.17275367154645,0.0342016875
350,4.48322,88.51924623922345,0.0342994837962963
351,4.467541,87.14217672432115,0.034397004629629635
352,4.489486,89.075649226225,0.03449450231481482
353,4.477164,87.98479363989529,0.03459228819444445
354,4.489795,89.10317785478995,0.03469072222222223
355,4.483312,88.52739038450235,0.03479001620370371
356,4.461943,86.65571768823146,0.034887925925925926
357,4.482079,88.418303378118,0.03498513657407407
358,4.445772,85.26567753842963,0.035082671296296296
359,4.461604,86.62634637865347,0.03518026851851852
360,4.447769,85.43612322985187,0.03527802893518519
361,4.425289,83.53694591120097,0.03537719907407408
362,4.42129,83.20354873646016,0.03547618981481482
363,4.431529,84.05984620590056,0.03557392592592593
364,4.419409,83.04718996281537,0.03567127083333334
365,4.426309,83.6221970667284,0.035768599537037045
366,4.4074,82.05584072903928,0.03586595370370371
367,4.423162,83.35945165930193,0.03596327662037038
368,4.414805,82.66571951901788,0.036061278935185195
369,4.409815,82.25424506120278,0.03615970254629631
370,4.358531,78.14225908920753,0.036257620370370384
371,4.395971,81.12336331766753,0.03635520486111112
372,4.384215,80.17526092361074,0.03645255324074075
373,4.366322,78.75344320594469,0.03655013194444445
374,4.373087,79.28801640433944,0.03664790162037038
375,4.371426,79.15642832324659,0.03674664583333334
376,4.363755,78.55154236782936,0.036845706018518526
377,4.353278,77.73285404598474,0.03694339236111112
378,4.350553,77.5213203642482,0.037040771990740746
379,4.361023,78.33723243474665,0.03713835995370371
380,4.344378,77.04410114173646,0.037235815972222225
381,4.330399,75.9745943855357,0.03733322106481482
382,4.361138,78.34624173450146,0.03743197222222223
383,4.345194,77.10699478538491,0.037531633101851855
384,4.335777,76.38428642858909,0.037630446759259265
385,4.346903,77.23888330611373,0.03772793518518519
386,4.32464,75.53831417115477,0.03782503587962963
387,4.311806,74.57504993537613,0.03792249189814815
388,4.318257,75.05768865994953,0.03802034490740741
389,4.283041,72.46045755251077,0.0381192800925926
390,4.308032,74.29413411849185,0.038218201388888894
391,4.285645,72.64939046787337,0.03831577083333334
392,4.302681,73.8976479516185,0.03841317939814815
393,4.306686,74.19420148371904,0.0385121400462963
394,4.272862,71.72662373843782,0.038609545138888895
395,4.282111,72.39310065280003,0.038707555555555564
396,4.256086,70.5333748551879,0.03880672453703705
397,4.273583,71.77835728185457,0.03890576736111112
398,4.270417,71.55146636054974,0.03900461689814816
399,4.256459,70.559688711238,0.03910217245370371
400,4.282696,72.43546300646224,0.03919948611111112
401,4.243305,69.63762427888881,0.039299285879629636
402,4.250266,70.12406286678127,0.039397768518518526
403,4.241683,69.52476360705691,0.03949537962962964
404,4.23611,69.13837975810576,0.039592609953703714
405,4.242392,69.57407414297364,0.03969017476851853
406,4.19845,66.58304729339433,0.03978785648148149
407,4.214569,67.66499597200627,0.03988540277777779
408,4.222572,68.20869163106772,0.039983105324074085
409,4.233963,68.99009889323327,0.040083217592592604
410,4.207285,67.17391483012324,0.040180914351851865
411,4.204348,66.9769144788929,0.04027851736111113
412,4.199463,66.65053009457057,0.040376048611111125
413,4.189026,65.95851606896797,0.04047345254629631
414,4.204754,67.00411262702178,0.0405707800925926
415,4.159819,64.05992670380628,0.04066829050925927
416,4.178143,65.24458146026483,0.040766054398148156
417,4.179884,65.35827121480158,0.04086347222222223
418,4.175558,65.07614201896372,0.04096104050925927
419,4.166523,64.4908272170981,0.041058658564814825
420,4.176621,65.1453547379727,0.04115606250000001
421,4.173447,64.93891118127297,0.04125340856481482
422,4.1819,65.49016639524115,0.041350939814814816
423,4.171494,64.81220925244173,0.04144839930555556
424,4.151456,63.52642747321252,0.041545851851851855
425,4.149981,63.43279506356745,0.04164329513888889
426,4.152993,63.624142667128815,0.04174078240740741
427,4.12393,61.801646098068964,0.04183870601851852
428,4.134261,62.44342832190094,0.04193617245370371
429,4.128183,62.06504822651533,0.04203361111111111
430,4.129416,62.14162162877998,0.04213136689814815
431,4.118375,61.459289729178494,0.042228699074074075
432,4.078785,59.07365174234995,0.04232616319444445
433,4.110977,61.00629160986764,0.04242372106481482
434,4.117531,61.40743997232229,0.04252117939814815
435,4.09614,60.10782303248206,0.0426186400462963
436,4.11774,61.42027546853918,0.04271624652777778
437,4.103739,60.56632224112244,0.04281359722222222
438,4.097207,60.171992307878135,0.042911394675925925
439,4.088282,59.63734668159389,0.04300891435185185
440,4.071285,58.63225665489779,0.043106293981481476
441,4.062167,58.100077629909855,0.04320395717592592
442,4.089375,59.702565937347295,0.043301342592592586
443,4.0693,58.51598706118696,0.04339881134259259
444,4.037068,56.659971987168596,0.0434962349537037
445,4.063256,58.16338307800906,0.04359351736111111
446,4.044583,57.08737563438207,0.04369083564814815
447,4.047439,57.25065022432598,0.043790153935185185
448,4.041842,56.931113393004246,0.04388746527777778
449,4.038111,56.71909916741559,0.04398476388888889
450,4.034998,56.54280715259558,0.04408218287037037
451,4.041818,56.92974706267886,0.04417962962962963
452,4.033957,56.4839767169043,0.04427692592592593
453,4.044101,57.05986614964472,0.04437429976851852
454,4.017807,55.579087144104555,0.04447165277777778
455,4.019327,55.66363159406791,0.044569217592592594
456,4.026686,56.0747711916851,0.044667063657407406
457,3.996478,54.40619358246385,0.04476491666666667
458,3.996082,54.38465299512296,0.044862761574074074
459,3.982005,53.62444352295365,0.044960782407407404
460,4.001295,54.66890043843706,0.04505833101851851
461,3.963966,52.66578480448332,0.04515584953703703
462,3.992496,54.18997888877106,0.04525353703703703
463,3.966455,52.7970332137487,0.0453515474537037
464,3.965249,52.733398371215706,0.04544978009259259
465,3.95485,52.18786517751221,0.04554762847222222
466,3.969497,52.9578863223217,0.04564535300925926
467,3.962165,52.571019088193154,0.045742896990740745
468,3.963394,52.63566858963374,0.04584043518518519
469,3.937067,51.26801149082231,0.04593800000000001
470,3.953134,52.09838759459046,0.04603653240740741
471,3.953939,52.140343681663445,0.046135133101851855
472,3.953684,52.12704958909346,0.04623295370370371
473,3.955364,52.21469663530736,0.046330636574074074
474,3.943233,51.58510664939784,0.0464282337962963
475,3.925296,50.66807358917305,0.04652583912037037
476,3.932665,51.04282570179135,0.046623388888888895
477,3.929229,50.86774351612801,0.04672252893518519
478,3.910375,49.91766758935656,0.04682154282407408
479,3.9142,50.108968297252346,0.04691945833333334
480,3.90843,49.82067208460167,0.047017891203703706
481,3.877008,48.2795463521792,0.04711635069444445
482,3.914398,50.118890855276014,0.047213935185185185
483,3.892881,49.05200196699605,0.04731211342592593
484,3.912826,50.04016585291538,0.04741077083333334
485,3.865265,47.71591547501249,0.047509754629629634
486,3.879889,48.41884028177859,0.047607304398148156
487,3.881956,48.51902553042549,0.04770473495370371
488,3.876363,48.24841608537234,0.047802368055555565
489,3.860553,47.49160696716433,0.04790078703703705
490,3.862978,47.60691386716959,0.04799824537037038
491,3.875346,48.19937238916015,0.04809622916666668
492,3.88769,48.79803277212841,0.0481939826388889
493,3.829989,46.062031549080665,0.04829148032407409
494,3.846829,46.84428424182756,0.04838908333333335
495,3.876287,48.24474934508775,0.048486380787037056
496,3.860908,47.508469480556705,0.04858464467592594
497,3.861126,47.51882745588177,0.04868233333333335
498,3.809169,45.112934436869494,0.04878116898148149
499,3.819918,45.60046892908358,0.04887985995370372
500,3.812813,45.27762585548104,0.04897731944444446
501,3.846077,46.80907058207323,0.049075040509259274
502,3.800919,44.74228376407251,0.04917246064814816
503,3.809213,45.11491944965469,0.04926996875000001
504,3.814614,45.359244335026126,0.049367399305555566
505,3.794903,44.47392222583851,0.04946500231481483
506,3.779032,43.77364832889307,0.049562414351851866
507,3.78174,43.892348015405254,0.04965995601851853
508,3.791216,44.3102487919814,0.04975750231481483
509,3.79717,44.574858976102306,0.04985512384259261
510,3.786844,44.1169472493383,0.04995286342592594
511,3.785921,44.07624609350013,0.050050682870370386
512,3.782391,43.92093123679238,0.050148620370370385
513,3.766545,43.23044532837719,0.05024640509259261
514,3.774012,43.554455249224574,0.050343883101851866
515,3.759875,42.94305776103628,0.050441295138888904
516,3.750106,42.525589473646676,0.05053890740740742
517,3.729592,41.66210655646215,0.05063658680555557
518,3.76229,43.046890573185166,0.05073413310185187
519,3.759562,42.929618687281824,0.050831666666666685
520,3.733618,41.830176294826195,0.050929068287037055
521,3.749231,42.48839585743735,0.05102660995370372
522,3.750683,42.550133819135674,0.05112401620370372
523,3.709475,40.832363907743655,0.0512215752314815
524,3.744588,42.29157949822061,0.051319013888888904
525,3.736488,41.95040134121045,0.05141667708333335
526,3.744663,42.294751485631025,0.05151426504629631
527,3.720961,41.30406825172161,0.051611652777777794
528,3.680002,39.64647336544003,0.05170906365740743
529,3.703585,40.592568176008065,0.0518066215277778
530,3.702024,40.529252607743224,0.05190411805555557
531,3.708583,40.79595767873002,0.0520016689814815
532,3.679899,39.64238998898088,0.05209926041666669
533,3.691147,40.09080474850145,0.05219875000000002
534,3.683515,39.785996355014305,0.052296168981481504
535,3.660664,38.88715537180081,0.052393611111111134
536,3.695033,40.246900713781,0.05249112962962965
537,3.673303,39.38176925669485,0.0525883877314815
538,3.648614,38.421377099660724,0.05268588888888891
539,3.660861,38.89481689604441,0.05278334722222224
540,3.646941,38.357151875153455,0.052880854166666685
541,3.661936,38.93665130617435,0.0529782627314815
542,3.66271,38.96679994030164,0.05307567245370372
543,3.634673,37.88946101742752,0.05317316435185187
544,3.684295,39.81704153821868,0.05327077083333335
545,3.622069,37.41489922162391,0.05336866782407409
546,3.650511,38.49433162751055,0.05346637500000002
547,3.634963,37.90045055452844,0.053563942129629644
548,3.614325,37.126277228783735,0.0536614351851852
549,3.646329,38.33368447996126,0.05375872800925927
550,3.607358,36.86851740429747,0.05385646527777779
551,3.604922,36.77881499779029,0.05395461226851853
552,3.591154,36.27591418612838,0.05405323726851853
553,3.598295,36.53588761972258,0.05415094444444446
554,3.595971,36.45107680523255,0.054248317129629645
555,3.60472,36.77138642747159,0.054345582175925944
556,3.639326,38.0661714776062,0.054443033564814836
557,3.574677,35.683093314924,0.054540420138888906
558,3.559317,35.13918888121192,0.05463891550925928
559,3.592855,36.33767202631122,0.05473766782407409
560,3.578734,35.82815368048886,0.054835290509259275
561,3.585953,36.08773294595937,0.054932800925925944
562,3.607493,36.87349499012653,0.05503014814814817
563,3.615865,37.18349574266346,0.05512738541666669
564,3.594627,36.4021194647086,0.05522488078703706
565,3.595625,36.43846691429487,0.05532380439814817
566,3.602945,36.70617510872958,0.055422559027777804
567,3.565349,35.35178902595855,0.055520539351851875
568,3.560909,35.19517502305515,0.055619034722222245
569,3.576864,35.761217637811974,0.055716613425925945
570,3.573955,35.657339419825526,0.0558139965277778
571,3.57548,35.711758346325716,0.05591132986111113
572,3.565597,35.36055735686509,0.05600958564814817
573,3.538323,34.409166606451286,0.056110302083333355
574,3.573937,35.65669759349241,0.05620764236111113
575,3.570022,35.517374525272885,0.056305103009259276
576,3.552062,34.88517660955504,0.05640286458333335
577,3.530132,34.1284722757806,0.056500454861111125
578,3.54317,34.576352685140336,0.05659844444444446
579,3.554827,34.98176759838421,0.05669685879629631
