iteration,loss,ppl,time
146,8.886618,7234.510647910346,0.006917905092592593
147,8.883556,7212.392456538825,0.0069658958333333335
148,8.860396,7047.2729121489265,0.007012857638888889
149,8.858418,7033.347183414767,0.007061401620370371
150,8.861197,7052.920039123984,0.007109157407407408
151,8.845854,6945.533013168986,0.007156012731481482
152,8.835398,6873.288870551615,0.007203128472222223
153,8.852478,6991.69293673383,0.007250524305555556
154,8.824779,6800.68757484281,0.0072973148148148155
155,8.815916,6740.679399911033,0.007345106481481482
156,8.817814,6753.485358422344,0.007392479166666667
157,8.803219,6655.634046533661,0.007439679398148148
158,8.816412,6744.023606187986,0.0074859560185185185
159,8.79435,6596.866219323208,0.0075325416666666666
160,8.775413,6473.116783388383,0.0075807523148148145
161,8.782387,6518.418081854918,0.007628472222222222
162,8.746567,6289.060660568461,0.007674920138888889
163,8.777085,6483.948887765958,0.007721956018518519
164,8.754712,6340.494238549068,0.007768211805555556
165,8.742311,6262.351296241111,0.007814296296296297
166,8.739654,6245.734314283361,0.007860636574074074
167,8.718762,6116.602045558678,0.00790748611111111
168,8.741519,6257.3934775698335,0.007953947916666666
169,8.71587,6098.938386405137,0.008000931712962962
170,8.707829,6050.093467021417,0.008048979166666666
171,8.683502,5904.688645639934,0.008096094907407406
172,8.685127,5914.291564947887,0.008143510416666666
173,8.679084,5878.659272427249,0.008190359953703702
174,8.67371,5847.152093114954,0.008237744212962961
175,8.696892,5984.284129133812,0.008285381944444442
176,8.67858,5875.697174665287,0.008332549768518516
177,8.675475,5857.4814295171645,0.008381479166666664
178,8.640486,5656.078010485804,0.008428368055555554
179,8.640345,5655.2805597079305,0.008475564814814813
180,8.630461,5599.659100726375,0.008523349537037034
181,8.648672,5702.568691824629,0.008570243055555553
182,8.632444,5610.774241743101,0.008617331018518515
183,8.643974,5675.840856954158,0.00866369097222222
184,8.601685,5440.819652959031,0.008710862268518516
185,8.611583,5494.940287051162,0.008756995370370368
186,8.606464,5466.883560181067,0.008803127314814812
187,8.593028,5393.921767611284,0.00885021759259259
188,8.5848,5349.72266377682,0.008897224537037035
189,8.572309,5283.314891165032,0.008943310185185183
190,8.566002,5250.097884087724,0.008990082175925923
191,8.558783,5212.333900563452,0.009036327546296293
192,8.569893,5270.565809480077,0.009083026620370367
193,8.547151,5152.055292672559,0.009130060185185182
194,8.540641,5118.62434850767,0.009179200231481478
195,8.526009,5044.273911341244,0.009225190972222219
196,8.513292,4980.532041725378,0.009272283564814812
197,8.510346,4965.880985931913,0.009319398148148146
198,8.512185,4975.021643323433,0.009365966435185183
199,8.504141,4935.163095228468,0.009412461805555553
200,8.496708,4898.616023401176,0.009459594907407404
201,8.504043,4934.679472943008,0.009506538194444442
202,8.478003,4807.839049052097,0.009553415509259257
203,8.482601,4829.996393698183,0.009600215277777775
204,8.46512,4746.296933306792,0.0096467037037037
205,8.464392,4742.842886564905,0.009693701388888885
206,8.457251,4709.094886159062,0.009741380787037034
207,8.476787,4801.996269898133,0.00978816319444444
208,8.452478,4686.671931218473,0.009835474537037033
209,8.434645,4603.835318593806,0.009883077546296292
210,8.457132,4708.534537209034,0.009929611111111106
211,8.435198,4606.381943601905,0.009979108796296291
212,8.409496,4489.497234644559,0.010026152777777773
213,8.428123,4573.9068076079875,0.010072628472222216
214,8.380138,4359.610510942197,0.010118980324074068
215,8.411415,4498.120851551845,0.010165637731481474
216,8.383086,4372.481605400114,0.01021212152777777
217,8.386974,4389.5149051595945,0.01025829629629629
218,8.385748,4384.136657425386,0.010306153935185178
219,8.377178,4346.725143581537,0.010353986111111104
220,8.373613,4331.256657403983,0.010400417824074066
221,8.372329,4325.698892704383,0.010447961805555548
222,8.371761,4323.242593388366,0.01049449652777777
223,8.37569,4340.262026319652,0.010541347222222214
224,8.357983,4264.0854264897425,0.01058798263888888
225,8.376539,4343.948473455369,0.01063523726851851
226,8.359705,4271.434507336755,0.010681475694444435
227,8.327774,4137.197892082041,0.010730312499999992
228,8.335299,4168.447736297125,0.01077873263888888
229,8.35584,4254.9572757276965,0.010825893518518509
230,8.328791,4141.407562592913,0.010872923611111102
231,8.310213,4065.1787745745755,0.01091978587962962
232,8.320483,4107.143279479624,0.010966418981481473
233,8.300913,4027.5478669160216,0.011013208333333325
234,8.315603,4087.149245397735,0.01106048263888888
235,8.283396,3957.611635703441,0.011108162037037028
236,8.297453,4013.636631611883,0.011155331018518509
237,8.300818,4027.165268042399,0.011202082175925917
238,8.286804,3971.122185057539,0.011249627314814806
239,8.240267,3790.552250521173,0.01129691550925925
240,8.252096,3835.6569388324688,0.011344028935185177
241,8.271709,3911.628255786701,0.011392009259259251
242,8.252314,3836.4932031946387,0.011440716435185176
243,8.248227,3820.8454534309235,0.011488803240740732
244,8.212271,3685.9036557442105,0.011538624999999992
245,8.244139,3805.257720252095,0.011586233796296287
246,8.224123,3729.848890921714,0.011633717592592583
247,8.204287,3656.592566525879,0.011681155092592583
248,8.225224,3733.9577160437893,0.01172921874999999
249,8.202011,3648.279625559826,0.011776659722222213
250,8.190454,3606.359161914969,0.011825023148148138
251,8.186163,3590.9174286834736,0.011873642361111101
252,8.212602,3687.1238917921905,0.011921711805555546
253,8.16172,3504.208662207431,0.011969539351851842
254,8.186856,3593.406796928022,0.012016763888888879
255,8.166697,3521.6925813615685,0.012064403935185175
256,8.185416,3588.236014996945,0.012112658564814804
257,8.135901,3414.8915003269362,0.012160572916666655
258,8.167226,3523.5560495809973,0.012208513888888878
259,8.139118,3425.8948957554408,0.012256006944444434
260,8.158174,3491.8047434365812,0.012303653935185175
261,8.14096,3432.2112096926394,0.01235292824074073
262,8.122468,3369.325988733847,0.012399543981481471
263,8.115591,3346.2346245701706,0.012447162037037027
264,8.138538,3423.9084528400367,0.012493792824074064
265,8.121445,3365.8809306950056,0.012540179398148138
266,8.133894,3408.0446861620667,0.012587900462962954
267,8.12779,3387.3053422688704,0.012634623842592584
268,8.103814,3307.057168663347,0.012681876157407398
269,8.108082,3321.2018519419025,0.012728954861111101
270,8.11579,3346.900591521975,0.012775957175925915
271,8.0786,3224.71547328563,0.012822050925925916
272,8.074759,3212.3530982927114,0.012869108796296286
273,8.070015,3197.149785964465,0.012916405092592584
274,8.059862,3164.853354457163,0.012963677083333324
275,8.090628,3263.7365533341685,0.013010428240740732
276,8.025094,3056.708614867628,0.013056747685185176
277,8.022468,3048.692228167392,0.013103265046296287
278,8.050946,3136.7609440149695,0.013152561342592583
279,8.032572,3079.6523616401073,0.01319981712962962
280,8.027315,3063.5051094146097,0.01324646412037036
281,8.058372,3160.141234360274,0.013293385416666657
282,8.001597,2985.7223803024576,0.013339295138888879
283,8.028599,3067.4411763893277,0.01338637499999999
284,8.017885,3034.752040026663,0.013432760416666656
285,8.037713,3095.5256216855637,0.013478956018518508
286,7.986393,2940.6708071377298,0.01352508912037036
287,8.014201,3023.592581854369,0.013571704861111101
288,7.99581,2968.4939035659568,0.013617666666666656
289,8.026043,3059.6108082160727,0.013664851851851841
290,8.001411,2985.1670875835416,0.01371149537037036
291,7.991791,2956.587468575056,0.013757532407407397
292,7.983333,2931.686108068225,0.013805175925925915
293,7.979998,2921.925220225194,0.013852175925925915
294,7.953761,2846.2596278042956,0.01389950462962962
295,7.954646,2848.7796825346404,0.013948578703703694
296,7.951042,2838.5311594903233,0.013995378472222212
297,7.958929,2861.007172392626,0.014042148148148139
298,7.949241,2833.4235656409246,0.014089269675925916
299,7.923871,2762.4437952274207,0.014136090277777768
300,7.897776,2691.290238044597,0.014184218749999991
301,7.924514,2764.2206177749827,0.014231440972222214
302,7.92078,2753.918264452127,0.01427816087962962
303,7.933925,2790.3574921663894,0.014325815972222213
304,7.923896,2762.512857185572,0.014372912037037028
305,7.906147,2713.9135865441995,0.01442008101851851
306,7.882922,2651.6092531263803,0.014466488425925917
307,7.885411,2658.2173288962235,0.014513180555555547
308,7.887602,2664.047868087069,0.014561149305555547
309,7.887579,2663.986595690737,0.014608932870370362
310,7.899793,2696.7240486104947,0.01465610416666666
311,7.891956,2675.6724207917714,0.01470258564814814
312,7.867527,2611.1003460547768,0.014751601851851844
313,7.83963,2539.2651318938897,0.014799055555555548
314,7.867216,2610.288420108183,0.014845811342592585
315,7.861587,2595.6363834368494,0.014893509259259252
